state_name,district_name,crop_year,season,crop,area_,production_
Assam,KARBI ANGLONG,2007,Kharif,Sesamum,2684.0,1973
Assam,KARBI ANGLONG,2007,Kharif,Small millets,216.0,72
Assam,KARBI ANGLONG,2007,Rabi,Gram,470.0,242
Assam,KARBI ANGLONG,2007,Rabi,Linseed,113.0,48
Assam,KARBI ANGLONG,2007,Rabi,Masoor,205.0,96
Assam,KARBI ANGLONG,2007,Rabi,Moong(Green Gram),459.0,266
Assam,KARBI ANGLONG,2007,Rabi,Peas & beans (Pulses),526.0,332
Assam,KARBI ANGLONG,2007,Rabi,Rapeseed &Mustard,16831.0,7305
Assam,KARBI ANGLONG,2007,Rabi,Urad,669.0,356
Assam,KARBI ANGLONG,2007,Rabi,Wheat,1249.0,1735
Assam,KARBI ANGLONG,2007,Summer,Rice,1648.0,2186
Assam,KARBI ANGLONG,2007,Whole Year,Arecanut,1287.0,984
Assam,KARBI ANGLONG,2007,Whole Year,Banana,1879.0,26303
Assam,KARBI ANGLONG,2007,Whole Year,Black pepper,299.0,482
Assam,KARBI ANGLONG,2007,Whole Year,Coconut,385.0,2713000
Assam,KARBI ANGLONG,2007,Whole Year,Dry chillies,369.0,277
Assam,KARBI ANGLONG,2007,Whole Year,Dry ginger,1894.0,13321
Assam,KARBI ANGLONG,2007,Whole Year,Onion,289.0,666
Assam,KARBI ANGLONG,2007,Whole Year,Potato,838.0,7069
Assam,KARBI ANGLONG,2007,Whole Year,Sugarcane,6877.0,324727
Assam,KARBI ANGLONG,2007,Whole Year,Sweet potato,373.0,1196
Assam,KARBI ANGLONG,2007,Whole Year,Tapioca,359.0,1817
Assam,KARBI ANGLONG,2007,Whole Year,Tobacco,92.0,36
Assam,KARBI ANGLONG,2007,Whole Year,Turmeric,578.0,467
Assam,KARBI ANGLONG,2007,Winter,Rice,110593.0,174753
Assam,KARBI ANGLONG,2008,Autumn,Rice,10465.0,13415
Assam,KARBI ANGLONG,2008,Kharif,Arhar/Tur,1241.0,838
Assam,KARBI ANGLONG,2008,Kharif,Castor seed,577.0,234
Assam,KARBI ANGLONG,2008,Kharif,Cotton(lint),793.0,391
Assam,KARBI ANGLONG,2008,Kharif,Jute,1711.0,19011
Assam,KARBI ANGLONG,2008,Kharif,Maize,10582.0,8328
Assam,KARBI ANGLONG,2008,Kharif,Mesta,142.0,766
Assam,KARBI ANGLONG,2008,Kharif,Niger seed,282.0,141
Assam,KARBI ANGLONG,2008,Kharif,Sesamum,2800.0,1987
Assam,KARBI ANGLONG,2008,Kharif,Small millets,206.0,67
Assam,KARBI ANGLONG,2008,Rabi,Blackgram,699.0,406
Assam,KARBI ANGLONG,2008,Rabi,Gram,472.0,247
Assam,KARBI ANGLONG,2008,Rabi,Linseed,114.0,49
Assam,KARBI ANGLONG,2008,Rabi,Masoor,222.0,106
Assam,KARBI ANGLONG,2008,Rabi,Moong(Green Gram),472.0,270
Assam,KARBI ANGLONG,2008,Rabi,Peas & beans (Pulses),532.0,333
Assam,KARBI ANGLONG,2008,Rabi,Rapeseed &Mustard,17112.0,9035
Assam,KARBI ANGLONG,2008,Rabi,Urad,699.0,406
Assam,KARBI ANGLONG,2008,Rabi,Wheat,1225.0,1664
Assam,KARBI ANGLONG,2008,Summer,Rice,2057.0,2390
Assam,KARBI ANGLONG,2008,Whole Year,Arecanut,1332.0,894
Assam,KARBI ANGLONG,2008,Whole Year,Banana,1842.0,25858
Assam,KARBI ANGLONG,2008,Whole Year,Black pepper,303.0,489
Assam,KARBI ANGLONG,2008,Whole Year,Coconut,435.0,1366000
Assam,KARBI ANGLONG,2008,Whole Year,Dry chillies,393.0,270
Assam,KARBI ANGLONG,2008,Whole Year,Dry ginger,1916.0,13475
Assam,KARBI ANGLONG,2008,Whole Year,Onion,331.0,733
Assam,KARBI ANGLONG,2008,Whole Year,Potato,841.0,7184
Assam,KARBI ANGLONG,2008,Whole Year,Sugarcane,7268.0,332869
Assam,KARBI ANGLONG,2008,Whole Year,Sweet potato,311.0,988
Assam,KARBI ANGLONG,2008,Whole Year,Tapioca,359.0,1820
Assam,KARBI ANGLONG,2008,Whole Year,Tobacco,89.0,38
Assam,KARBI ANGLONG,2008,Whole Year,Turmeric,682.0,551
Assam,KARBI ANGLONG,2008,Winter,Rice,113375.0,173493
Assam,KARBI ANGLONG,2009,Autumn,Rice,10891.0,14104
Assam,KARBI ANGLONG,2009,Kharif,Arhar/Tur,1257.0,900
Assam,KARBI ANGLONG,2009,Kharif,Castor seed,581.0,236
Assam,KARBI ANGLONG,2009,Kharif,Cotton(lint),1002.0,502
Assam,KARBI ANGLONG,2009,Kharif,Jute,1744.0,17610
Assam,KARBI ANGLONG,2009,Kharif,Maize,10607.0,8348
Assam,KARBI ANGLONG,2009,Kharif,Mesta,175.0,949
Assam,KARBI ANGLONG,2009,Kharif,Niger seed,292.0,147
Assam,KARBI ANGLONG,2009,Kharif,Sesamum,2812.0,2048
Assam,KARBI ANGLONG,2009,Kharif,Small millets,206.0,67
Assam,KARBI ANGLONG,2009,Rabi,Banana,1936.0,27311
Assam,KARBI ANGLONG,2009,Rabi,Gram,479.0,251
Assam,KARBI ANGLONG,2009,Rabi,Linseed,111.0,48
Assam,KARBI ANGLONG,2009,Rabi,Masoor,230.0,111
Assam,KARBI ANGLONG,2009,Rabi,Moong(Green Gram),480.0,300
Assam,KARBI ANGLONG,2009,Rabi,Peas & beans (Pulses),550.0,345
Assam,KARBI ANGLONG,2009,Rabi,Rapeseed &Mustard,17158.0,7788
Assam,KARBI ANGLONG,2009,Rabi,Urad,713.0,403
Assam,KARBI ANGLONG,2009,Rabi,Wheat,1247.0,1940
Assam,KARBI ANGLONG,2009,Summer,Rice,2083.0,3011
Assam,KARBI ANGLONG,2009,Whole Year,Arecanut,1346.0,1861
Assam,KARBI ANGLONG,2009,Whole Year,Banana,1936.0,27311
Assam,KARBI ANGLONG,2009,Whole Year,Black pepper,316.0,510
Assam,KARBI ANGLONG,2009,Whole Year,Coconut,451.0,2850000
Assam,KARBI ANGLONG,2009,Whole Year,Dry chillies,418.0,340
Assam,KARBI ANGLONG,2009,Whole Year,Dry ginger,2481.0,17448
Assam,KARBI ANGLONG,2009,Whole Year,Onion,340.0,760
Assam,KARBI ANGLONG,2009,Whole Year,Potato,874.0,9204
Assam,KARBI ANGLONG,2009,Whole Year,Sugarcane,7191.0,329934
Assam,KARBI ANGLONG,2009,Whole Year,Sweet potato,305.0,972
Assam,KARBI ANGLONG,2009,Whole Year,Tapioca,388.0,1971
Assam,KARBI ANGLONG,2009,Whole Year,Tobacco,88.0,36
Assam,KARBI ANGLONG,2009,Whole Year,Turmeric,721.0,585
Assam,KARBI ANGLONG,2009,Winter,Rice,111539.0,232902
Assam,KARBI ANGLONG,2010,Autumn,Rice,10991.0,15825
Assam,KARBI ANGLONG,2010,Kharif,Arhar/Tur,1270.0,910
Assam,KARBI ANGLONG,2010,Kharif,Castor seed,391.0,159
Assam,KARBI ANGLONG,2010,Kharif,Cotton(lint),822.0,406
Assam,KARBI ANGLONG,2010,Kharif,Jute,1757.0,16734
Assam,KARBI ANGLONG,2010,Kharif,Maize,10230.0,8076
Assam,KARBI ANGLONG,2010,Kharif,Mesta,179.0,1375
Assam,KARBI ANGLONG,2010,Kharif,Niger seed,186.0,94
Assam,KARBI ANGLONG,2010,Kharif,Sesamum,3123.0,2218
Assam,KARBI ANGLONG,2010,Kharif,Small millets,207.0,81
Assam,KARBI ANGLONG,2010,Rabi,Arecanut,1346.0,1861
Assam,KARBI ANGLONG,2010,Rabi,Banana,1934.0,27253
Assam,KARBI ANGLONG,2010,Rabi,Gram,471.0,246
Assam,KARBI ANGLONG,2010,Rabi,Linseed,62.0,26
Assam,KARBI ANGLONG,2010,Rabi,Masoor,208.0,102
Assam,KARBI ANGLONG,2010,Rabi,Moong(Green Gram),469.0,358
Assam,KARBI ANGLONG,2010,Rabi,Peas & beans (Pulses),550.0,445
Assam,KARBI ANGLONG,2010,Rabi,Rapeseed &Mustard,17839.0,10436
Assam,KARBI ANGLONG,2010,Rabi,Urad,717.0,400
Assam,KARBI ANGLONG,2010,Rabi,Wheat,1204.0,1512
Assam,KARBI ANGLONG,2010,Summer,Rice,2058.0,5304
Assam,KARBI ANGLONG,2010,Whole Year,Banana,1934.0,27253
Assam,KARBI ANGLONG,2010,Whole Year,Black pepper,302.0,486
Assam,KARBI ANGLONG,2010,Whole Year,Coconut,451.0,2850000
Assam,KARBI ANGLONG,2010,Whole Year,Dry chillies,418.0,409
Assam,KARBI ANGLONG,2010,Whole Year,Dry ginger,2498.0,17569
Assam,KARBI ANGLONG,2010,Whole Year,Onion,253.0,483
Assam,KARBI ANGLONG,2010,Whole Year,Potato,796.0,9434
Assam,KARBI ANGLONG,2010,Whole Year,Sugarcane,7217.0,261226
Assam,KARBI ANGLONG,2010,Whole Year,Sweet potato,265.0,846
Assam,KARBI ANGLONG,2010,Whole Year,Tapioca,387.0,1963
Assam,KARBI ANGLONG,2010,Whole Year,Tobacco,65.0,26
Assam,KARBI ANGLONG,2010,Whole Year,Turmeric,764.0,610
Assam,KARBI ANGLONG,2010,Winter,Rice,113051.0,216219
Assam,KARBI ANGLONG,2011,Autumn,Paddy,10876.0,14964
Assam,KARBI ANGLONG,2011,Autumn,Rice,10876.0,14964
Assam,KARBI ANGLONG,2011,Kharif,Arhar/Tur,1091.0,828
Assam,KARBI ANGLONG,2011,Kharif,Castor seed,403.0,202
Assam,KARBI ANGLONG,2011,Kharif,Cotton(lint),715.0,354
Assam,KARBI ANGLONG,2011,Kharif,Jute,1711.0,15865
Assam,KARBI ANGLONG,2011,Kharif,Maize,10269.0,9187
Assam,KARBI ANGLONG,2011,Kharif,Mesta,175.0,461
Assam,KARBI ANGLONG,2011,Kharif,Niger seed,66.0,34
Assam,KARBI ANGLONG,2011,Kharif,Orange,1067.0,10617
Assam,KARBI ANGLONG,2011,Kharif,Papaya,570.0,9801
Assam,KARBI ANGLONG,2011,Kharif,Sesamum,3118.0,2484
Assam,KARBI ANGLONG,2011,Kharif,Small millets,205.0,73
Assam,KARBI ANGLONG,2011,Kharif,Tapioca,350.0,3999
Assam,KARBI ANGLONG,2011,Kharif,Tobacco,61.0,26
Assam,KARBI ANGLONG,2011,Rabi,Arecanut,1440.0,1091
Assam,KARBI ANGLONG,2011,Rabi,Black pepper,320.0,199
Assam,KARBI ANGLONG,2011,Rabi,Dry chillies,361.0,277
Assam,KARBI ANGLONG,2011,Rabi,Ginger,2343.0,17021
Assam,KARBI ANGLONG,2011,Rabi,Gram,470.0,253
Assam,KARBI ANGLONG,2011,Rabi,Linseed,62.0,30
Assam,KARBI ANGLONG,2011,Rabi,Masoor,212.0,107
Assam,KARBI ANGLONG,2011,Rabi,Moong(Green Gram),1210.0,877
Assam,KARBI ANGLONG,2011,Rabi,Peas & beans (Pulses),581.0,380
Assam,KARBI ANGLONG,2011,Rabi,Pineapple,1899.0,26640
Assam,KARBI ANGLONG,2011,Rabi,Rapeseed &Mustard,19337.0,8652
Assam,KARBI ANGLONG,2011,Rabi,Sweet potato,309.0,1044
Assam,KARBI ANGLONG,2011,Rabi,Urad,1366.0,760
Assam,KARBI ANGLONG,2011,Rabi,Wheat,1233.0,1811
Assam,KARBI ANGLONG,2011,Summer,Paddy,2237.0,3768
Assam,KARBI ANGLONG,2011,Summer,Rice,2237.0,3768
Assam,KARBI ANGLONG,2011,Whole Year,Banana,1703.0,26772
Assam,KARBI ANGLONG,2011,Whole Year,Coconut,474.0,2472
Assam,KARBI ANGLONG,2011,Whole Year,Onion,257.0,514
Assam,KARBI ANGLONG,2011,Whole Year,Potato,902.0,8433
Assam,KARBI ANGLONG,2011,Whole Year,Sugarcane,7155.0,258881
Assam,KARBI ANGLONG,2011,Whole Year,Turmeric,852.0,873
Assam,KARBI ANGLONG,2011,Winter,Paddy,108452.0,155670
Assam,KARBI ANGLONG,2011,Winter,Rice,108452.0,155670
Assam,KARBI ANGLONG,2012,Autumn,Paddy,9170.0,12544
Assam,KARBI ANGLONG,2012,Autumn,Rice,9170.0,12544
Assam,KARBI ANGLONG,2012,Kharif,Arhar/Tur,1088.0,874
Assam,KARBI ANGLONG,2012,Kharif,Castor seed,410.0,217
Assam,KARBI ANGLONG,2012,Kharif,Cotton(lint),1164.0,579
Assam,KARBI ANGLONG,2012,Kharif,Jute,1713.0,14684
Assam,KARBI ANGLONG,2012,Kharif,Maize,10285.0,10354
Assam,KARBI ANGLONG,2012,Kharif,Mesta,181.0,1455
Assam,KARBI ANGLONG,2012,Kharif,Niger seed,122.0,63
Assam,KARBI ANGLONG,2012,Kharif,Orange,1094.0,10907
Assam,KARBI ANGLONG,2012,Kharif,Papaya,556.0,9618
Assam,KARBI ANGLONG,2012,Kharif,Sesamum,3006.0,2334
Assam,KARBI ANGLONG,2012,Kharif,Small millets,211.0,80
Assam,KARBI ANGLONG,2012,Kharif,Tapioca,294.0,3390
Assam,KARBI ANGLONG,2012,Kharif,Tobacco,59.0,24
Assam,KARBI ANGLONG,2012,Rabi,Arecanut,1447.0,1418
Assam,KARBI ANGLONG,2012,Rabi,Black pepper,243.0,362
Assam,KARBI ANGLONG,2012,Rabi,Dry chillies,367.0,315
Assam,KARBI ANGLONG,2012,Rabi,Ginger,2442.0,18010
Assam,KARBI ANGLONG,2012,Rabi,Gram,485.0,272
Assam,KARBI ANGLONG,2012,Rabi,Linseed,77.0,37
Assam,KARBI ANGLONG,2012,Rabi,Masoor,220.0,126
Assam,KARBI ANGLONG,2012,Rabi,Moong(Green Gram),1064.0,866
Assam,KARBI ANGLONG,2012,Rabi,Peas & beans (Pulses),587.0,363
Assam,KARBI ANGLONG,2012,Rabi,Pineapple,1961.0,28092
Assam,KARBI ANGLONG,2012,Rabi,Rapeseed &Mustard,19697.0,13460
Assam,KARBI ANGLONG,2012,Rabi,Sweet potato,314.0,1094
Assam,KARBI ANGLONG,2012,Rabi,Urad,1174.0,647
Assam,KARBI ANGLONG,2012,Rabi,Wheat,1172.0,1514
Assam,KARBI ANGLONG,2012,Summer,Rice,1572.0,4661
Assam,KARBI ANGLONG,2012,Whole Year,Banana,1813.0,29572
Assam,KARBI ANGLONG,2012,Whole Year,Coconut,466.0,2653
Assam,KARBI ANGLONG,2012,Whole Year,Onion,252.0,536
Assam,KARBI ANGLONG,2012,Whole Year,Potato,796.0,5911
Assam,KARBI ANGLONG,2012,Whole Year,Sugarcane,7285.0,284415
Assam,KARBI ANGLONG,2012,Whole Year,Turmeric,1236.0,1304
Assam,KARBI ANGLONG,2012,Winter,Paddy,117679.0,181966
Assam,KARBI ANGLONG,2012,Winter,Rice,117679.0,181966
Assam,KARBI ANGLONG,2013,Autumn,Paddy,9103.0,12411
Assam,KARBI ANGLONG,2013,Autumn,Rice,9103.0,12411
Assam,KARBI ANGLONG,2013,Kharif,Arhar/Tur,1231.0,934
Assam,KARBI ANGLONG,2013,Kharif,Castor seed,426.0,167
Assam,KARBI ANGLONG,2013,Kharif,Cotton(lint),817.0,405
Assam,KARBI ANGLONG,2013,Kharif,Jute,1701.0,17473
Assam,KARBI ANGLONG,2013,Kharif,Maize,10601.0,23450
Assam,KARBI ANGLONG,2013,Kharif,Mesta,176.0,929
Assam,KARBI ANGLONG,2013,Kharif,Niger seed,22.0,11
Assam,KARBI ANGLONG,2013,Kharif,Orange,1108.0,19143
Assam,KARBI ANGLONG,2013,Kharif,Papaya,571.0,9991
Assam,KARBI ANGLONG,2013,Kharif,Sesamum,3072.0,2321
Assam,KARBI ANGLONG,2013,Kharif,Small millets,211.0,75
Assam,KARBI ANGLONG,2013,Kharif,Tapioca,321.0,3702
Assam,KARBI ANGLONG,2013,Kharif,Tobacco,57.0,23
Assam,KARBI ANGLONG,2013,Rabi,Arecanut,1487.0,460
Assam,KARBI ANGLONG,2013,Rabi,Black pepper,264.0,393
Assam,KARBI ANGLONG,2013,Rabi,Dry chillies,388.0,334
Assam,KARBI ANGLONG,2013,Rabi,Ginger,1566.0,12728
Assam,KARBI ANGLONG,2013,Rabi,Gram,453.0,236
Assam,KARBI ANGLONG,2013,Rabi,Linseed,68.0,28
Assam,KARBI ANGLONG,2013,Rabi,Masoor,227.0,138
Assam,KARBI ANGLONG,2013,Rabi,Moong(Green Gram),1107.0,766
Assam,KARBI ANGLONG,2013,Rabi,Peas & beans (Pulses),590.0,417
Assam,KARBI ANGLONG,2013,Rabi,Pineapple,1962.0,35028
Assam,KARBI ANGLONG,2013,Rabi,Rapeseed &Mustard,19704.0,10009
Assam,KARBI ANGLONG,2013,Rabi,Sweet potato,296.0,1032
Assam,KARBI ANGLONG,2013,Rabi,Urad,1213.0,704
Assam,KARBI ANGLONG,2013,Rabi,Wheat,1170.0,1512
Assam,KARBI ANGLONG,2013,Summer,Paddy,2256.0,4257
Assam,KARBI ANGLONG,2013,Summer,Rice,2256.0,4257
Assam,KARBI ANGLONG,2013,Whole Year,Banana,1796.0,29294
Assam,KARBI ANGLONG,2013,Whole Year,Coconut,499.0,676
Assam,KARBI ANGLONG,2013,Whole Year,Onion,264.0,561
Assam,KARBI ANGLONG,2013,Whole Year,Potato,789.0,7619
Assam,KARBI ANGLONG,2013,Whole Year,Sugarcane,7639.0,301787
Assam,KARBI ANGLONG,2013,Whole Year,Turmeric,1243.0,1243
Assam,KARBI ANGLONG,2013,Winter,Paddy,118841.0,203249
Assam,KARBI ANGLONG,2013,Winter,Rice,118841.0,203249
Assam,KARBI ANGLONG,2014,Autumn,Paddy,6829.0,9986
Assam,KARBI ANGLONG,2014,Autumn,Rice,6829.0,9986
Assam,KARBI ANGLONG,2014,Kharif,Arhar/Tur,1100.0,1011
Assam,KARBI ANGLONG,2014,Kharif,Castor seed,433.0,246
Assam,KARBI ANGLONG,2014,Kharif,Cotton(lint),567.0,280
Assam,KARBI ANGLONG,2014,Kharif,Jute,1395.0,15205
Assam,KARBI ANGLONG,2014,Kharif,Maize,10375.0,37969
Assam,KARBI ANGLONG,2014,Kharif,Mesta,179.0,1483
Assam,KARBI ANGLONG,2014,Kharif,Niger seed,24.0,12
Assam,KARBI ANGLONG,2014,Kharif,Orange,1148.0,19843
Assam,KARBI ANGLONG,2014,Kharif,Papaya,584.0,10219
Assam,KARBI ANGLONG,2014,Kharif,Sesamum,3075.0,2561
Assam,KARBI ANGLONG,2014,Kharif,Small millets,222.0,107
Assam,KARBI ANGLONG,2014,Kharif,Tapioca,354.0,4083
Assam,KARBI ANGLONG,2014,Kharif,Tobacco,63.0,26
Assam,KARBI ANGLONG,2014,Rabi,Black pepper,269.0,402
Assam,KARBI ANGLONG,2014,Rabi,Dry chillies,396.0,343
Assam,KARBI ANGLONG,2014,Rabi,Ginger,1588.0,16971
Assam,KARBI ANGLONG,2014,Rabi,Gram,465.0,337
Assam,KARBI ANGLONG,2014,Rabi,Linseed,69.0,39
Assam,KARBI ANGLONG,2014,Rabi,Masoor,245.0,186
Assam,KARBI ANGLONG,2014,Rabi,Moong(Green Gram),1127.0,1006
Assam,KARBI ANGLONG,2014,Rabi,Peas & beans (Pulses),624.0,525
Assam,KARBI ANGLONG,2014,Rabi,Pineapple,2025.0,36153
Assam,KARBI ANGLONG,2014,Rabi,Rapeseed &Mustard,19713.0,11316
Assam,KARBI ANGLONG,2014,Rabi,Sweet potato,306.0,1708
Assam,KARBI ANGLONG,2014,Rabi,Urad,1221.0,792
Assam,KARBI ANGLONG,2014,Rabi,Wheat,1178.0,1434
Assam,KARBI ANGLONG,2014,Summer,Paddy,2334.0,3981
Assam,KARBI ANGLONG,2014,Summer,Rice,2334.0,3981
Assam,KARBI ANGLONG,2014,Whole Year,Banana,1838.0,29980
Assam,KARBI ANGLONG,2014,Whole Year,Onion,269.0,680
Assam,KARBI ANGLONG,2014,Whole Year,Potato,849.0,7717
Assam,KARBI ANGLONG,2014,Whole Year,Sugarcane,7683.0,289809
Assam,KARBI ANGLONG,2014,Whole Year,Turmeric,1121.0,1133
Assam,KARBI ANGLONG,2014,Winter,Paddy,118833.0,204222
Assam,KARBI ANGLONG,2014,Winter,Rice,118833.0,204222
Assam,KARIMGANJ,1997,Autumn,Rice,7332.0,8936
Assam,KARIMGANJ,1997,Kharif,Arhar/Tur,58.0,40
Assam,KARIMGANJ,1997,Kharif,Cotton(lint),36.0,15
Assam,KARIMGANJ,1997,Kharif,Jute,64.0,612
Assam,KARIMGANJ,1997,Kharif,Maize,5.0,3
Assam,KARIMGANJ,1997,Kharif,Sugarcane,3526.0,129626
Assam,KARIMGANJ,1997,Rabi,Gram,10.0,5
Assam,KARIMGANJ,1997,Rabi,Linseed,250.0,101
Assam,KARIMGANJ,1997,Rabi,Other  Rabi pulses,1914.0,769
Assam,KARIMGANJ,1997,Rabi,Rapeseed &Mustard,652.0,361
Assam,KARIMGANJ,1997,Summer,Rice,4552.0,2983
Assam,KARIMGANJ,1997,Whole Year,Arecanut,2035.0,1330
Assam,KARIMGANJ,1997,Whole Year,Coconut,432.0,1038
Assam,KARIMGANJ,1997,Whole Year,Dry chillies,185.0,103
Assam,KARIMGANJ,1997,Whole Year,Onion,36.0,111
Assam,KARIMGANJ,1997,Whole Year,Potato,2000.0,9308
Assam,KARIMGANJ,1997,Whole Year,Sesamum,42.0,19
Assam,KARIMGANJ,1997,Whole Year,Sweet potato,66.0,251
Assam,KARIMGANJ,1997,Whole Year,Tapioca,7.0,30
Assam,KARIMGANJ,1997,Whole Year,Turmeric,120.0,55
Assam,KARIMGANJ,1997,Winter,Rice,61520.0,71060
Assam,KARIMGANJ,1998,Autumn,Rice,7400.0,7646
Assam,KARIMGANJ,1998,Kharif,Arhar/Tur,60.0,41
Assam,KARIMGANJ,1998,Kharif,Cotton(lint),15.0,6
Assam,KARIMGANJ,1998,Kharif,Jute,65.0,568
Assam,KARIMGANJ,1998,Kharif,Maize,5.0,3
Assam,KARIMGANJ,1998,Kharif,Niger seed,1.0,1
Assam,KARIMGANJ,1998,Kharif,Sesamum,20.0,9
Assam,KARIMGANJ,1998,Rabi,Gram,10.0,5
Assam,KARIMGANJ,1998,Rabi,Linseed,40.0,16
Assam,KARIMGANJ,1998,Rabi,Other  Rabi pulses,1189.0,446
Assam,KARIMGANJ,1998,Rabi,Rapeseed &Mustard,200.0,76
Assam,KARIMGANJ,1998,Summer,Rice,3623.0,3811
Assam,KARIMGANJ,1998,Whole Year,Arecanut,2100.0,925
Assam,KARIMGANJ,1998,Whole Year,Banana,938.0,11896
Assam,KARIMGANJ,1998,Whole Year,Coconut,450.0,897000
Assam,KARIMGANJ,1998,Whole Year,Dry chillies,190.0,105
Assam,KARIMGANJ,1998,Whole Year,Onion,4.0,12
Assam,KARIMGANJ,1998,Whole Year,Potato,1680.0,7762
Assam,KARIMGANJ,1998,Whole Year,Sugarcane,3600.0,148158
Assam,KARIMGANJ,1998,Whole Year,Sweet potato,60.0,228
Assam,KARIMGANJ,1998,Whole Year,Tapioca,7.0,30
Assam,KARIMGANJ,1998,Whole Year,Tobacco,2.0,1
Assam,KARIMGANJ,1998,Whole Year,Turmeric,270.0,124
Assam,KARIMGANJ,1998,Winter,Rice,63930.0,106421
Assam,KARIMGANJ,1999,Autumn,Rice,5600.0,10546
Assam,KARIMGANJ,1999,Kharif,Arhar/Tur,70.0,48
Assam,KARIMGANJ,1999,Kharif,Cotton(lint),12.0,5
Assam,KARIMGANJ,1999,Kharif,Jute,65.0,580
Assam,KARIMGANJ,1999,Kharif,Maize,10.0,6
Assam,KARIMGANJ,1999,Kharif,Mesta,4.0,20
Assam,KARIMGANJ,1999,Kharif,Niger seed,1.0,1
Assam,KARIMGANJ,1999,Kharif,Sesamum,20.0,9
Assam,KARIMGANJ,1999,Rabi,Gram,5.0,2
Assam,KARIMGANJ,1999,Rabi,Linseed,60.0,24
Assam,KARIMGANJ,1999,Rabi,Other  Rabi pulses,1238.0,471
Assam,KARIMGANJ,1999,Rabi,Rapeseed &Mustard,220.0,104
Assam,KARIMGANJ,1999,Summer,Rice,5000.0,6155
Assam,KARIMGANJ,1999,Whole Year,Arecanut,2175.0,1003
Assam,KARIMGANJ,1999,Whole Year,Banana,900.0,11415
Assam,KARIMGANJ,1999,Whole Year,Coconut,465.0,3136000
Assam,KARIMGANJ,1999,Whole Year,Dry chillies,150.0,83
Assam,KARIMGANJ,1999,Whole Year,Onion,20.0,62
Assam,KARIMGANJ,1999,Whole Year,Potato,1950.0,9042
Assam,KARIMGANJ,1999,Whole Year,Sugarcane,1050.0,46425
Assam,KARIMGANJ,1999,Whole Year,Sweet potato,60.0,228
Assam,KARIMGANJ,1999,Whole Year,Tapioca,8.0,34
Assam,KARIMGANJ,1999,Whole Year,Tobacco,2.0,1
Assam,KARIMGANJ,1999,Whole Year,Turmeric,290.0,134
Assam,KARIMGANJ,1999,Winter,Rice,63400.0,107038
Assam,KARIMGANJ,2000,Autumn,Rice,7000.0,13411
Assam,KARIMGANJ,2000,Kharif,Arhar/Tur,55.0,38
Assam,KARIMGANJ,2000,Kharif,Cotton(lint),20.0,8
Assam,KARIMGANJ,2000,Kharif,Jute,60.0,577
Assam,KARIMGANJ,2000,Kharif,Maize,8.0,4
Assam,KARIMGANJ,2000,Kharif,Niger seed,1.0,1
Assam,KARIMGANJ,2000,Kharif,Sesamum,22.0,9
Assam,KARIMGANJ,2000,Rabi,Linseed,50.0,20
Assam,KARIMGANJ,2000,Rabi,Other  Rabi pulses,1295.0,494
Assam,KARIMGANJ,2000,Rabi,Rapeseed &Mustard,240.0,113
Assam,KARIMGANJ,2000,Summer,Rice,5200.0,8960
Assam,KARIMGANJ,2000,Whole Year,Arecanut,2196.0,827
Assam,KARIMGANJ,2000,Whole Year,Banana,950.0,12050
Assam,KARIMGANJ,2000,Whole Year,Coconut,470.0,1262000
Assam,KARIMGANJ,2000,Whole Year,Dry chillies,175.0,97
Assam,KARIMGANJ,2000,Whole Year,Onion,25.0,77
Assam,KARIMGANJ,2000,Whole Year,Potato,2070.0,10644
Assam,KARIMGANJ,2000,Whole Year,Sugarcane,895.0,31991
Assam,KARIMGANJ,2000,Whole Year,Sweet potato,65.0,247
Assam,KARIMGANJ,2000,Whole Year,Tapioca,6.0,26
Assam,KARIMGANJ,2000,Whole Year,Tobacco,4.0,2
Assam,KARIMGANJ,2000,Whole Year,Turmeric,295.0,136
Assam,KARIMGANJ,2000,Winter,Rice,55600.0,122895
Assam,KARIMGANJ,2001,Autumn,Rice,6000.0,10804
Assam,KARIMGANJ,2001,Kharif,Arhar/Tur,55.0,38
Assam,KARIMGANJ,2001,Kharif,Cotton(lint),27.0,11
Assam,KARIMGANJ,2001,Kharif,Jute,60.0,594
Assam,KARIMGANJ,2001,Kharif,Maize,12.0,7
Assam,KARIMGANJ,2001,Kharif,Sesamum,21.0,9
Assam,KARIMGANJ,2001,Kharif,Small millets,6.0,3
Assam,KARIMGANJ,2001,Rabi,Linseed,29.0,12
Assam,KARIMGANJ,2001,Rabi,Moong(Green Gram),6.0,2
Assam,KARIMGANJ,2001,Rabi,Other  Rabi pulses,566.0,219
Assam,KARIMGANJ,2001,Rabi,Peas & beans (Pulses),20.0,7
Assam,KARIMGANJ,2001,Rabi,Rapeseed &Mustard,230.0,91
Assam,KARIMGANJ,2001,Rabi,Urad,40.0,22
Assam,KARIMGANJ,2001,Rabi,Wheat,44.0,52
Assam,KARIMGANJ,2001,Summer,Rice,3191.0,5667
Assam,KARIMGANJ,2001,Whole Year,Arecanut,2200.0,2127
Assam,KARIMGANJ,2001,Whole Year,Banana,950.0,12049
Assam,KARIMGANJ,2001,Whole Year,Coconut,472.0,1489000
Assam,KARIMGANJ,2001,Whole Year,Dry chillies,185.0,102
Assam,KARIMGANJ,2001,Whole Year,Onion,30.0,92
Assam,KARIMGANJ,2001,Whole Year,Potato,2050.0,10838
